Format,Common Name,Scientific Name,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Air Temp(°C)
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2024,2024,6,28,1127,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2024,2024,6,28,1600,United States,US-MO-019,Missouri,Boone,"Bob’s Birding Bench, Columbia",38.94702,-92.369524,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2024,2024,6,28,1600,United States,US-MO-019,Missouri,Boone,"Bob’s Birding Bench, Columbia",38.94702,-92.369524,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2024,2024,6,28,1600,United States,US-MO-019,Missouri,Boone,"Bob’s Birding Bench, Columbia",38.94702,-92.369524,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2024,2024,6,28,1600,United States,US-MO-019,Missouri,Boone,"Bob’s Birding Bench, Columbia",38.94702,-92.369524,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2024,2024,6,29,658,United States,US-TX-267,Texas,Kimble,South Llano River SP--Juniper blind,30.4451176,-99.7978554,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2024,2024,6,29,733,United States,US-IL-031,Illinois,Cook,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",41.7857131,-87.5829649,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2024,2024,6,29,733,United States,US-IL-031,Illinois,Cook,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",41.7857131,-87.5829649,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2024,2024,6,29,733,United States,US-IL-031,Illinois,Cook,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",41.7857131,-87.5829649,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2024,2024,6,29,733,United States,US-IL-031,Illinois,Cook,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",41.7857131,-87.5829649,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2024,2024,6,30,830,United States,US-WI-075,Wisconsin,Marinette,Coleman Lake,45.6113334,-88.2785924,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2024,2024,6,30,830,United States,US-WI-075,Wisconsin,Marinette,Coleman Lake,45.6113334,-88.2785924,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2024,2024,6,30,830,United States,US-WI-075,Wisconsin,Marinette,Coleman Lake,45.6113334,-88.2785924,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2024,2024,6,30,940,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2024,2024,6,30,940,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2024,2024,6,30,1548,United States,US-MO-510,Missouri,St. Louis City,Forest Park,38.6389068,-90.2853806,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2024,2024,6,30,1548,United States,US-MO-510,Missouri,St. Louis City,Forest Park,38.6389068,-90.2853806,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2024,2024,6,30,1705,United States,US-FL-117,Florida,Seminole,Home,28.6909318,-81.4557233,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,647,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,647,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,703,United States,US-VA-059,Virginia,Fairfax,**HUNTLEY MEADOWS PARK,38.7576451,-77.0984124,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,724,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,724,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,724,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,724,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,850,United States,US-FL-053,Florida,Hernando,5100 White Road Brooksville -private property,28.5046638,-82.2771692,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,930,United States,US-WI-029,Wisconsin,Door,Door Bluff Headlands County Park,45.297165,-87.061111,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,930,United States,US-WI-029,Wisconsin,Door,Door Bluff Headlands County Park,45.297165,-87.061111,Adult Female – 3,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,930,United States,US-WI-029,Wisconsin,Door,Door Bluff Headlands County Park,45.297165,-87.061111,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,930,United States,US-WI-029,Wisconsin,Door,Door Bluff Headlands County Park,45.297165,-87.061111,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,930,United States,US-WI-029,Wisconsin,Door,Door Bluff Headlands County Park,45.297165,-87.061111,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,930,United States,US-WI-029,Wisconsin,Door,Door Bluff Headlands County Park,45.297165,-87.061111,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,1605,United States,US-PA-029,Pennsylvania,Chester,Bradford Hills,40.000746,-75.655011,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2024,2024,7,1,1635,United States,US-WI-047,Wisconsin,Green Lake,"White River Marsh, Dead End Road, Neshkoro, WI",43.9165636,-89.1277771,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,627,United States,US-ME-019,Maine,Penobscot,yard-228 SwettsPondRdOrrington,44.7058114,-68.8018906,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,804,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,837,United States,US-MD-031,Maryland,Montgomery,Hughes Hollow - McKee Beshers WMA,39.0803767,-77.4035096,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,837,United States,US-MD-031,Maryland,Montgomery,Hughes Hollow - McKee Beshers WMA,39.0803767,-77.4035096,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,837,United States,US-MD-031,Maryland,Montgomery,Hughes Hollow - McKee Beshers WMA,39.0803767,-77.4035096,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,930,United States,US-ME-015,Maine,Lincoln,The 20 Acre Wood,44.1794006,-69.4148181,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,1653,United States,US-TN-161,Tennessee,Stewart,"Neville Bay Rd, Dover US-TN 36.60605, -87.93999",36.606047,-87.939988,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,1723,United States,US-PA-071,Pennsylvania,Lancaster,Middle Creek WMA (IBA) (Lancaster Co.),40.2716676,-76.247735,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2024,2024,7,2,1840,United States,US-PA-045,Pennsylvania,Delaware,Calcon Hook Road,39.8941337,-75.2648308,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,812,United States,US-MA-001,Massachusetts,Barnstable,Cummaquid yard,41.6995686,-70.2629972,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,812,United States,US-MA-001,Massachusetts,Barnstable,Cummaquid yard,41.6995686,-70.2629972,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,913,United States,US-NY-111,New York,Ulster,"Our Yard, Hurley, NY",41.9342958,-74.0477111,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,923,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1; Unknown – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,1300,United States,US-MA-021,Massachusetts,Norfolk,Moose Hill Wildlife Sanctuary (Mass Audubon),42.11877,-71.2077,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2024,2024,7,3,1800,United States,US-TN-093,Tennessee,Knox,Private Property,36.0509015,-83.9171517,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/4/2024,2024,7,4,757,United States,US-NC-119,North Carolina,Mecklenburg,Latta Nature Preserve--Prairie,35.36227,-80.9153215,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/4/2024,2024,7,4,800,United States,US-PA-115,Pennsylvania,Susquehanna,Harford Road - CW bridge to creek,41.8278758,-75.709806,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/4/2024,2024,7,4,1305,United States,US-MA-021,Massachusetts,Norfolk,Moose Hill Wildlife Sanctuary (Mass Audubon),42.11877,-71.2077,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,749,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,1148,United States,US-IL-031,Illinois,Cook,Home,41.9627272,-87.7530773,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,1200,United States,US-MD-021,Maryland,Frederick,Bush Creek Circl,39.338044,-77.352258,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,1402,United States,US-OH-045,Ohio,Fairfield,Chestnut Ridge Metro Park,39.8062942,-82.7593231,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,1600,United States,US-MO-019,Missouri,Boone,"Bob’s Birding Bench, Columbia",38.94702,-92.369524,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,1600,United States,US-MO-019,Missouri,Boone,"Bob’s Birding Bench, Columbia",38.94702,-92.369524,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2024,2024,7,5,1600,United States,US-MO-019,Missouri,Boone,"Bob’s Birding Bench, Columbia",38.94702,-92.369524,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2024,2024,7,6,720,United States,US-LA-105,Louisiana,Tangipahoa,Happinest Farmette (Restricted Access),30.48363,-90.500505,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2024,2024,7,6,735,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2024,2024,7,6,735,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2024,2024,7,6,1000,United States,US-NY-081,New York,Queens,Jamaica Bay Wildlife Refuge--North Garden,40.6217543,-73.8277853,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2024,2024,7,6,1000,United States,US-NY-081,New York,Queens,Jamaica Bay Wildlife Refuge--North Garden,40.6217543,-73.8277853,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2024,2024,7,6,1000,United States,US-NY-081,New York,Queens,Jamaica Bay Wildlife Refuge--North Garden,40.6217543,-73.8277853,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2024,2024,7,6,1000,United States,US-NY-081,New York,Queens,Jamaica Bay Wildlife Refuge--North Garden,40.6217543,-73.8277853,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2024,2024,7,7,727,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2024,2024,7,7,727,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2024,2024,7,7,727,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2024,2024,7,7,1043,United States,US-MA-001,Massachusetts,Barnstable,Cummaquid yard,41.6995686,-70.2629972,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2024,2024,7,7,1504,United States,US-NY-103,New York,Suffolk,Wertheim NWR--Headquarters Building,40.7936487,-72.8809036,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2024,2024,7,7,1504,United States,US-NY-103,New York,Suffolk,Wertheim NWR--Headquarters Building,40.7936487,-72.8809036,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2024,2024,7,9,657,United States,US-PA-029,Pennsylvania,Chester,Shaw's Bridge Park,39.9216042,-75.6472015,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2024,2024,7,9,657,United States,US-PA-029,Pennsylvania,Chester,Shaw's Bridge Park,39.9216042,-75.6472015,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2024,2024,7,9,657,United States,US-PA-029,Pennsylvania,Chester,Shaw's Bridge Park,39.9216042,-75.6472015,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2024,2024,7,9,657,United States,US-PA-029,Pennsylvania,Chester,Shaw's Bridge Park,39.9216042,-75.6472015,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2024,2024,7,9,953,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2024,2024,7,9,1335,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1107,United States,US-NH-007,New Hampshire,Coos,"Tabor Rd., Pittsburg",45.0529649,-71.4432735,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2024,2024,7,10,1310,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2024,2024,7,11,617,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2024,2024,7,11,658,United States,US-OK-109,Oklahoma,Oklahoma,Harrah home,35.532484,-97.164141,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2024,2024,7,11,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2024,2024,7,11,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2024,2024,7,12,800,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2024,2024,7,12,937,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2024,2024,7,12,937,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2024,2024,7,12,937,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2024,2024,7,12,1609,United States,US-PA-085,Pennsylvania,Mercer,Bill's Backyard,41.2533867,-80.4702034,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,602,United States,US-NC-081,North Carolina,Guilford,Tucket,36.1908642,-79.8328909,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,602,United States,US-NC-081,North Carolina,Guilford,Tucket,36.1908642,-79.8328909,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,602,United States,US-NC-081,North Carolina,Guilford,Tucket,36.1908642,-79.8328909,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,602,United States,US-NC-081,North Carolina,Guilford,Tucket,36.1908642,-79.8328909,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,710,United States,US-IL-031,Illinois,Cook,"Memorial Park Cemetery, Skokie",42.0601904,-87.7402496,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,739,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,739,United States,US-KY-111,Kentucky,Jefferson,"Alpha ""Hot Rod Heaven"" neighborhood KY Louisville US-KY 38.1499, -85.813724",38.1499,-85.813724,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,750,United States,US-VA-163,Virginia,Rockbridge,"Big Spring Drive, Lexington (Lavender Hill)",37.8442247,-79.4623251,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,754,United States,US-PA-003,Pennsylvania,Allegheny,"5737 Aylesboro Ave, Pittsburgh US-PA",40.4401198,-79.9240345,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,754,United States,US-PA-003,Pennsylvania,Allegheny,"5737 Aylesboro Ave, Pittsburgh US-PA",40.4401198,-79.9240345,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,838,United States,US-NY-011,New York,Cayuga,Montezuma (NMWMA)--Howland Island,43.07931,-76.67442,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,939,United States,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,1202,United States,US-MI-161,Michigan,Washtenaw,South Pond,42.2680362,-83.6880541,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,1538,United States,US-PA-029,Pennsylvania,Chester,Bradford Hills,40.000746,-75.655011,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,1538,United States,US-PA-029,Pennsylvania,Chester,Bradford Hills,40.000746,-75.655011,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,1726,United States,US-MA-005,Massachusetts,Bristol,Allens Pond WS--Beach Loop (Mass Audubon),41.5070668,-71.023618,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,1726,United States,US-MA-005,Massachusetts,Bristol,Allens Pond WS--Beach Loop (Mass Audubon),41.5070668,-71.023618,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2024,2024,7,13,1726,United States,US-MA-005,Massachusetts,Bristol,Allens Pond WS--Beach Loop (Mass Audubon),41.5070668,-71.023618,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2024,2024,7,14,715,United States,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2024,2024,7,14,1300,United States,US-IL-031,Illinois,Cook,Techny Basin--north of Willow Rd.,42.1097167,-87.8096223,Adult Female – 1,
